# gpu   pwr  temp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    0    14    57     0     4     0     0   405    32     0     0   155     5     -     -     0     7     1
    0    14    57     1     4     0     0   405    26   100     0   155     5     -     -     0     0     0
    0    50    57     0     0     0     0  5005    27    65     0   155     5     -     -     0     0     0
    0    50    57     0     0     0     0  5005   798     0     0   161     5     -     -     0     0     0
    0    51    57     0     0     0     0  5005  1679     0     0   335     5     -     -     0  5098   548
    0    48    58     0     0     0     0  4513  1678     0     0   445     5     -     -     0    15     5
    0    48    58     0     0     0     0  4513  1678     0     0   445     5     -     -     0    15     5
    0    48    58     0     0     0     0  4513  1679     0     0   445     5     -     -     0    15     5
    0    48    57     0     0     0     0  4513  1678     0     0   445     5     -     -     0    15     5
    0    48    57     0     0     0     0  4513  1676     0     0   445     5     -     -     0    15     5
    0    48    57     0     0     0     0  4513  1680     0     0   445     5     -     -     0    18     5
    0    48    57     0     0     0     0  4513  1679     0     0   445     5     -     -     0    15     5
    0    48    57     0     0     0     0  4513  1677     0     0   445     5     -     -     0    61     3
    0    48    57     2     0     0     0  4513  1677     0     0   445     5     -     -     0    21     0
    0    48    57     2     0     0     0  4513  1678     0     0   445     5     -     -     0     1     0
    0    48    57     2     0     0     0  4513  1677     0     0   445     5     -     -     0     0     0
    0    48    57     2     0     0     0  4513  1677     0     0   445     5     -     -     0     1     0
    0    48    57     2     0     0     0  4513  1677     0     0   445     5     -     -     0     0     0
    0    48    57     2     0     0     0  4513  1677     0     0   445     5     -     -     0     1     0
    0    48    57     2     0     0     0  4513  1678     0     0   445     5     -     -     0     1     0
    0    48    57     2     0     0     0  4513  1677     0     0   445     5     -     -     0     1     0
    0    48    57     2     0     0     0  4513  1679     0     0   445     5     -     -     0     2     0
    0    48    57     2     0     0     0  4513  1679     0     0   445     5     -     -     0     1     0
    0    48    57     2     0     0     0  4513  1677     0     0   445     5     -     -     0     1     0
    0    48    57     1     0     0     0  4513  1679     0     0   445     5     -     -     0     1     0
    0    48    57     2     0     0     0  4513  1678     0     0   445     5     -     -     0     2     0
    0    48    57     2     0     0     0  4513  1677     0     0   445     5     -     -     0     1     0
    0    48    57     1     0     0     0  4513  1677     0     0   445     5     -     -     0     1     0
    0    48    57     2     0     0     0  4513  1678     0     0   445     5     -     -     0     1     0
    0    48    58     2     0     0     0  4513  1678     0     0   445     5     -     -     0     2     0
    0    48    58     2     0     0     0  4513  1677     0     0   445     5     -     -     0     2     1
    0    48    58     2     0     0     0  4513  1677     0     0   445     5     -     -     0     4     0
    0    48    58     2     0     0     0  4513  1678     0     0   445     5     -     -     0     3     0
    0    48    58     2     0     0     0  4513  1678     0     0   445     5     -     -     0     1     0
